match_id,volunteer_id,task_id,skill_match_ratio,willingness_score,availability_hours,distance_km,distance_score,fairness_score,urgency_level,urgency_score,time_compatibility,volunteer_reliability,reliability_score,task_difficulty,ngo_reputation,volunteer_aicte_points,volunteer_aicte_norm,task_points_opportunity,task_points_possible,task_points_norm,match_score,match_success
M01737,V0353,T0142,0.25,0.42,5,34.27,0.315,0.62,4,0.8,1.0,0.76,0.76,3,3.6,39.0,0.039,5.0,5.0,0.025,0.482,0
M01738,V0337,T0004,0.0,0.58,5,3.97,0.921,0.1,4,0.8,1.0,0.73,0.73,1,3.9,424.0,0.424,5.0,5.0,0.025,0.483,0
M01739,V0251,T0111,0.5,0.77,25,33.85,0.323,1.0,3,0.6,1.0,0.92,0.92,4,4.0,255.8,0.256,32.0,32.0,0.16,0.675,0
M01740,V0455,T0170,1.0,0.61,20,27.95,0.441,0.22,3,0.6,1.0,0.64,0.64,5,4.0,462.1,0.462,45.0,45.0,0.225,0.679,0
M01741,V0258,T0299,0.5,0.4,25,36.91,0.262,0.1,5,1.0,1.0,0.66,0.66,4,4.3,186.6,0.187,37.5,37.5,0.188,0.494,0
M01742,V0295,T0143,0.333,0.9,10,18.75,0.625,0.78,2,0.4,0.5,0.53,0.53,4,3.6,335.5,0.336,50.0,50.0,0.25,0.492,0
M01743,V0357,T0179,0.0,0.89,30,27.46,0.451,0.66,1,0.2,1.0,0.79,0.79,2,4.4,459.6,0.46,30.0,30.0,0.15,0.464,0
M01744,V0386,T0232,0.0,0.8,30,2.58,0.948,0.28,2,0.4,1.0,0.73,0.73,4,4.5,393.7,0.394,60.0,60.0,0.3,0.476,0
M01745,V0085,T0014,0.5,0.55,10,7.29,0.854,0.4,1,0.2,1.0,0.55,0.55,3,4.8,33.6,0.034,4.0,4.0,0.02,0.597,1
M01746,V0322,T0293,0.75,0.95,20,11.12,0.778,0.76,3,0.6,1.0,0.63,0.63,3,4.0,117.4,0.117,32.0,32.0,0.16,0.746,1
M01747,V0141,T0099,0.75,1.0,20,26.61,0.468,0.38,1,0.2,1.0,0.94,0.94,2,4.6,93.2,0.093,15.0,15.0,0.075,0.656,0
M01748,V0081,T0120,0.0,0.48,15,55.15,0.0,0.1,3,0.6,1.0,0.59,0.59,3,5.0,119.0,0.119,24.0,24.0,0.12,0.298,0
M01749,V0376,T0092,0.0,0.99,40,34.73,0.305,0.38,4,0.8,1.0,0.94,0.94,3,3.8,343.9,0.344,37.5,37.5,0.188,0.428,0
M01750,V0108,T0102,0.0,0.54,5,33.59,0.328,0.7,1,0.2,0.5,0.73,0.73,1,4.0,209.9,0.21,15.0,15.0,0.075,0.267,0
M01751,V0236,T0032,0.0,0.68,5,28.49,0.43,0.1,1,0.2,0.5,0.83,0.83,1,4.6,198.7,0.199,45.0,45.0,0.225,0.309,0
M01752,V0116,T0069,0.0,0.5,5,4.9,0.902,0.24,1,0.2,1.0,0.56,0.56,5,4.5,339.0,0.339,5.0,5.0,0.025,0.327,0
M01753,V0372,T0105,0.0,0.92,15,18.07,0.639,0.1,1,0.2,0.5,0.72,0.72,3,4.9,449.3,0.449,40.0,40.0,0.2,0.333,0
M01754,V0388,T0154,0.5,0.47,30,16.57,0.669,0.34,1,0.2,1.0,0.84,0.84,2,4.1,493.6,0.494,8.0,8.0,0.04,0.562,1
M01755,V0222,T0079,0.667,0.52,40,17.93,0.641,0.7,5,1.0,1.0,0.9,0.9,4,4.5,315.4,0.315,60.0,60.0,0.3,0.747,1
M01756,V0427,T0082,0.5,0.49,15,17.77,0.645,0.5,2,0.4,1.0,0.97,0.97,3,4.8,287.3,0.287,12.0,12.0,0.06,0.575,1
M01757,V0004,T0088,0.0,0.92,25,23.57,0.529,0.1,3,0.6,1.0,0.89,0.89,1,3.5,34.8,0.035,16.0,16.0,0.08,0.422,0
M01758,V0273,T0090,0.0,0.85,5,29.54,0.409,0.5,1,0.2,0.5,0.5,0.5,2,4.7,206.2,0.206,80.0,80.0,0.4,0.366,0
M01759,V0458,T0216,0.0,0.69,5,15.62,0.688,0.14,1,0.2,0.5,0.7,0.7,3,4.8,275.5,0.276,24.0,24.0,0.12,0.284,0
M01760,V0392,T0081,0.333,0.68,5,13.88,0.722,0.84,4,0.8,1.0,0.95,0.95,5,4.1,240.7,0.241,12.0,12.0,0.06,0.605,0
M01761,V0079,T0213,0.25,0.91,20,16.52,0.67,0.16,4,0.8,1.0,0.99,0.99,2,4.8,106.1,0.106,6.0,6.0,0.03,0.529,0
M01762,V0118,T0086,0.25,0.74,15,11.94,0.761,0.68,2,0.4,1.0,0.81,0.81,1,4.1,352.0,0.352,37.5,37.5,0.188,0.537,0
M01763,V0267,T0285,0.0,0.5,15,10.38,0.792,0.44,5,1.0,1.0,0.87,0.87,3,4.2,477.5,0.477,5.0,5.0,0.025,0.507,0
M01764,V0272,T0300,0.333,0.7,25,7.54,0.849,0.52,5,1.0,1.0,0.73,0.73,3,4.9,201.6,0.202,15.0,15.0,0.075,0.684,0
M01765,V0454,T0232,0.0,0.73,20,24.87,0.503,0.28,2,0.4,1.0,0.59,0.59,4,4.5,66.0,0.066,60.0,60.0,0.3,0.361,0
M01766,V0305,T0273,1.0,0.47,10,18.5,0.63,0.58,1,0.2,1.0,0.74,0.74,4,4.0,360.1,0.36,8.0,8.0,0.04,0.737,1
M01767,V0111,T0230,0.0,0.6,5,45.19,0.096,0.32,2,0.4,0.5,0.92,0.92,4,4.6,169.3,0.169,15.0,15.0,0.075,0.264,0
M01768,V0313,T0228,0.0,0.69,15,34.36,0.313,0.56,1,0.2,1.0,0.57,0.57,1,4.6,387.1,0.387,60.0,60.0,0.3,0.336,0
M01769,V0134,T0110,0.0,0.77,40,10.03,0.799,0.82,4,0.8,1.0,0.79,0.79,5,4.6,410.8,0.411,20.0,20.0,0.1,0.572,0
M01770,V0409,T0011,0.25,0.4,25,33.68,0.326,0.56,4,0.8,1.0,0.52,0.52,4,3.8,54.8,0.055,20.0,20.0,0.1,0.431,0
M01771,V0152,T0193,0.5,0.84,5,55.29,0.0,0.16,1,0.2,0.5,0.94,0.94,5,4.2,209.6,0.21,32.0,32.0,0.16,0.463,0
M01772,V0239,T0047,0.0,0.94,40,30.83,0.383,0.14,5,1.0,1.0,0.97,0.97,2,4.9,491.4,0.491,16.0,16.0,0.08,0.488,0
M01773,V0060,T0065,0.0,0.86,10,20.4,0.592,0.3,1,0.2,1.0,0.94,0.94,2,3.5,65.5,0.066,8.0,8.0,0.04,0.455,0
M01774,V0118,T0274,0.5,0.74,15,35.0,0.3,0.68,2,0.4,1.0,0.81,0.81,1,4.5,352.0,0.352,60.0,60.0,0.3,0.629,0
M01775,V0058,T0287,0.667,0.98,20,25.32,0.494,0.48,3,0.6,1.0,0.93,0.93,2,3.8,166.7,0.167,8.0,8.0,0.04,0.704,0
M01776,V0466,T0298,0.0,0.56,25,27.8,0.444,0.82,4,0.8,1.0,0.57,0.57,4,4.6,159.8,0.16,60.0,60.0,0.3,0.473,0
M01777,V0419,T0070,0.333,0.47,10,12.87,0.743,0.5,2,0.4,0.5,0.97,0.97,1,4.3,238.1,0.238,80.0,80.0,0.4,0.455,0
M01778,V0093,T0276,0.0,0.78,15,10.5,0.79,0.5,5,1.0,0.5,0.9,0.9,1,3.7,10.4,0.01,40.0,40.0,0.2,0.528,0
M01779,V0410,T0065,0.0,0.68,10,31.95,0.361,0.52,1,0.2,1.0,0.71,0.71,2,3.5,421.7,0.422,8.0,8.0,0.04,0.327,0
M01780,V0026,T0261,0.0,0.55,10,23.61,0.528,0.12,2,0.4,0.5,0.93,0.93,4,4.3,54.0,0.054,45.0,45.0,0.225,0.356,0
M01781,V0279,T0038,0.667,0.92,30,24.94,0.501,0.3,1,0.2,1.0,0.81,0.81,3,3.9,316.3,0.316,30.0,30.0,0.15,0.609,1
M01782,V0283,T0043,0.0,0.81,25,12.33,0.753,1.0,5,1.0,1.0,0.93,0.93,2,4.9,371.8,0.372,37.5,37.5,0.188,0.563,0
M01783,V0276,T0048,0.25,0.91,10,26.46,0.471,0.1,3,0.6,0.5,0.88,0.88,5,4.9,95.3,0.095,30.0,30.0,0.15,0.439,0
M01784,V0171,T0282,0.0,0.49,20,41.24,0.175,0.54,1,0.2,1.0,0.65,0.65,3,4.8,53.3,0.053,80.0,80.0,0.4,0.288,0
M01785,V0092,T0023,1.0,0.82,25,2.87,0.943,0.16,4,0.8,1.0,0.93,0.93,5,3.6,403.1,0.403,18.0,18.0,0.09,0.842,1
M01786,V0436,T0106,0.5,0.4,10,20.15,0.597,0.9,1,0.2,0.5,0.64,0.64,4,4.9,353.4,0.353,50.0,50.0,0.25,0.482,0
M01787,V0405,T0113,0.0,0.6,40,13.12,0.738,0.26,1,0.2,1.0,0.78,0.78,1,4.9,215.6,0.216,60.0,60.0,0.3,0.414,0
M01788,V0046,T0266,0.0,0.56,15,9.75,0.805,0.24,2,0.4,1.0,0.51,0.51,2,4.4,350.6,0.351,30.0,30.0,0.15,0.356,0
M01789,V0227,T0037,0.0,0.82,10,30.17,0.397,0.86,5,1.0,0.5,0.98,0.98,3,3.6,423.2,0.423,30.0,30.0,0.15,0.454,0
M01790,V0325,T0280,0.5,0.47,25,11.27,0.775,0.6,1,0.2,1.0,0.61,0.61,4,4.8,344.6,0.345,60.0,60.0,0.3,0.535,0
M01791,V0390,T0165,0.0,0.84,10,32.3,0.354,0.22,3,0.6,1.0,0.67,0.67,4,4.1,499.5,0.499,24.0,24.0,0.12,0.382,0
M01792,V0349,T0142,0.25,0.72,20,10.94,0.781,0.1,4,0.8,1.0,0.59,0.59,3,3.6,319.0,0.319,5.0,5.0,0.025,0.573,0
M01793,V0173,T0016,0.0,0.94,10,29.61,0.408,0.34,1,0.2,1.0,0.57,0.57,5,3.8,84.8,0.085,30.0,30.0,0.15,0.343,0
M01794,V0006,T0014,0.0,0.59,40,20.73,0.585,0.94,1,0.2,1.0,0.66,0.66,3,4.8,114.5,0.115,4.0,4.0,0.02,0.448,0
M01795,V0354,T0013,0.0,0.74,10,16.83,0.663,0.1,3,0.6,0.5,0.88,0.88,2,4.3,279.1,0.279,40.0,40.0,0.2,0.412,0
M01796,V0371,T0016,0.0,0.78,10,15.53,0.689,0.7,1,0.2,1.0,0.66,0.66,5,3.8,286.4,0.286,30.0,30.0,0.15,0.401,0
M01797,V0085,T0300,0.333,0.55,10,8.67,0.827,0.4,5,1.0,1.0,0.55,0.55,3,4.9,33.6,0.034,15.0,15.0,0.075,0.552,0
M01798,V0353,T0098,1.0,0.42,5,26.93,0.461,0.62,5,1.0,0.5,0.76,0.76,3,3.6,39.0,0.039,16.0,16.0,0.08,0.733,0
M01799,V0413,T0051,1.0,0.75,30,13.39,0.732,0.82,3,0.6,1.0,0.93,0.93,3,3.8,365.1,0.365,12.0,12.0,0.06,0.847,1
M01800,V0458,T0276,0.0,0.69,5,19.56,0.609,0.14,5,1.0,0.5,0.7,0.7,1,3.7,275.5,0.276,40.0,40.0,0.2,0.41,0
M01801,V0030,T0014,0.0,0.94,25,17.85,0.643,0.16,1,0.2,1.0,0.65,0.65,3,4.8,204.2,0.204,4.0,4.0,0.02,0.423,0
M01802,V0181,T0161,0.0,0.58,5,15.93,0.681,0.1,1,0.2,0.5,0.73,0.73,3,4.8,70.8,0.071,18.0,18.0,0.09,0.296,0
M01803,V0059,T0259,0.5,0.47,40,15.77,0.685,0.36,5,1.0,1.0,0.93,0.93,4,4.9,412.5,0.412,16.0,16.0,0.08,0.637,1
M01804,V0386,T0150,0.0,0.8,30,6.68,0.866,0.28,1,0.2,1.0,0.73,0.73,5,4.4,393.7,0.394,30.0,30.0,0.15,0.406,0
M01805,V0044,T0280,0.5,0.65,20,22.76,0.545,0.46,1,0.2,1.0,0.91,0.91,4,4.8,480.4,0.48,60.0,60.0,0.3,0.598,1
M01806,V0308,T0296,0.0,0.63,10,17.34,0.653,0.98,4,0.8,1.0,0.75,0.75,1,5.0,101.2,0.101,10.0,10.0,0.05,0.511,0
M01807,V0148,T0252,0.25,0.89,20,4.57,0.909,0.36,3,0.6,1.0,0.78,0.78,3,3.6,207.7,0.208,8.0,8.0,0.04,0.59,0
M01808,V0394,T0040,0.0,0.91,25,15.27,0.695,0.52,3,0.6,1.0,0.89,0.89,5,3.7,93.7,0.094,37.5,37.5,0.188,0.469,0
M01809,V0423,T0148,0.0,0.9,25,34.17,0.317,0.86,4,0.8,1.0,0.93,0.93,4,4.9,354.0,0.354,12.0,12.0,0.06,0.488,0
M01810,V0404,T0022,0.25,0.46,25,21.0,0.58,0.92,2,0.4,1.0,0.7,0.7,1,3.5,396.2,0.396,8.0,8.0,0.04,0.482,0
M01811,V0241,T0021,0.25,0.57,20,21.04,0.579,1.0,1,0.2,1.0,0.76,0.76,4,3.6,393.3,0.393,60.0,60.0,0.3,0.522,0
M01812,V0240,T0014,0.0,0.99,20,10.32,0.794,0.2,1,0.2,1.0,0.66,0.66,3,4.8,73.9,0.074,4.0,4.0,0.02,0.394,0
M01813,V0026,T0002,0.0,0.55,10,16.34,0.673,0.12,4,0.8,1.0,0.93,0.93,4,3.7,54.0,0.054,4.0,4.0,0.02,0.438,0
M01814,V0454,T0126,0.333,0.73,20,25.32,0.494,0.28,4,0.8,1.0,0.59,0.59,3,4.1,66.0,0.066,60.0,60.0,0.3,0.539,0
M01815,V0326,T0175,0.0,0.77,15,34.88,0.302,0.38,1,0.2,1.0,0.88,0.88,1,4.7,212.0,0.212,8.0,8.0,0.04,0.317,0
M01816,V0371,T0265,0.0,0.78,10,10.34,0.793,0.7,4,0.8,1.0,0.66,0.66,1,4.1,286.4,0.286,40.0,40.0,0.2,0.498,0
M01817,V0077,T0208,0.0,0.67,30,8.91,0.822,0.1,3,0.6,1.0,0.79,0.79,4,4.3,348.2,0.348,10.0,10.0,0.05,0.413,0
M01818,V0063,T0121,0.0,0.56,5,21.59,0.568,0.1,3,0.6,0.5,1.0,1.0,1,4.6,149.3,0.149,80.0,80.0,0.4,0.346,0
M01819,V0409,T0138,0.5,0.4,25,10.18,0.796,0.56,1,0.2,1.0,0.52,0.52,3,4.5,54.8,0.055,50.0,50.0,0.25,0.568,1
M01820,V0165,T0190,0.0,0.55,15,23.12,0.538,0.1,1,0.2,1.0,0.7,0.7,3,3.7,198.4,0.198,6.0,6.0,0.03,0.34,0
M01821,V0188,T0159,0.667,0.45,5,34.87,0.303,0.1,1,0.2,1.0,0.61,0.61,5,4.1,110.3,0.11,10.0,10.0,0.05,0.538,0
M01822,V0402,T0296,1.0,0.67,30,26.62,0.468,0.1,4,0.8,1.0,0.97,0.97,1,5.0,383.2,0.383,10.0,10.0,0.05,0.738,0
M01823,V0022,T0283,1.0,0.85,10,42.9,0.142,0.64,3,0.6,1.0,0.6,0.6,5,4.6,302.4,0.302,32.0,32.0,0.16,0.773,0
M01824,V0321,T0241,0.0,0.9,10,20.76,0.585,0.9,4,0.8,0.5,0.67,0.67,2,3.7,199.5,0.2,40.0,40.0,0.2,0.436,0
M01825,V0107,T0124,0.25,0.9,40,25.75,0.485,0.4,5,1.0,1.0,0.54,0.54,4,3.8,224.3,0.224,16.0,16.0,0.08,0.551,0
M01826,V0439,T0286,0.0,0.68,10,29.01,0.42,0.16,3,0.6,0.5,0.68,0.68,5,3.9,461.3,0.461,30.0,30.0,0.15,0.315,0
M01827,V0182,T0009,0.0,0.58,40,11.88,0.762,0.86,4,0.8,1.0,0.55,0.55,5,4.3,11.3,0.011,10.0,10.0,0.05,0.524,0
M01828,V0399,T0270,0.0,0.97,25,6.29,0.874,0.88,3,0.6,1.0,0.66,0.66,5,4.3,103.3,0.103,20.0,20.0,0.1,0.528,0
M01829,V0034,T0032,0.25,0.46,20,21.45,0.571,0.78,1,0.2,1.0,0.73,0.73,1,4.6,402.1,0.402,45.0,45.0,0.225,0.453,0
M01830,V0025,T0063,0.0,0.64,25,22.33,0.553,0.82,1,0.2,1.0,0.58,0.58,4,4.2,462.9,0.463,32.0,32.0,0.16,0.441,0
M01831,V0130,T0271,1.0,0.52,25,14.09,0.718,0.92,3,0.6,1.0,0.77,0.77,3,4.8,193.2,0.193,6.0,6.0,0.03,0.784,1
M01832,V0285,T0271,0.0,0.75,15,24.25,0.515,0.58,3,0.6,1.0,0.52,0.52,3,4.8,233.2,0.233,6.0,6.0,0.03,0.452,0
M01833,V0134,T0133,0.0,0.77,40,34.84,0.303,0.82,2,0.4,1.0,0.79,0.79,2,3.8,410.8,0.411,32.0,32.0,0.16,0.464,0
M01834,V0330,T0091,0.0,0.52,25,28.72,0.426,0.18,2,0.4,1.0,0.64,0.64,4,4.2,269.2,0.269,8.0,8.0,0.04,0.331,0
M01835,V0243,T0256,0.0,0.77,30,25.54,0.489,0.5,4,0.8,1.0,0.67,0.67,2,4.7,19.4,0.019,8.0,8.0,0.04,0.492,0
M01836,V0128,T0265,0.0,1.0,20,20.16,0.597,0.62,4,0.8,1.0,0.7,0.7,1,4.1,248.7,0.249,40.0,40.0,0.2,0.488,0
M01837,V0368,T0097,1.0,0.99,5,18.64,0.627,0.6,1,0.2,0.5,0.54,0.54,3,3.8,242.3,0.242,37.5,37.5,0.188,0.755,0
M01838,V0033,T0205,0.5,0.77,40,45.14,0.097,0.42,3,0.6,1.0,0.6,0.6,4,3.7,207.2,0.207,12.0,12.0,0.06,0.511,0
M01839,V0080,T0034,0.0,0.75,40,38.38,0.232,0.72,3,0.6,1.0,0.95,0.95,5,4.1,164.3,0.164,16.0,16.0,0.08,0.39,0
M01840,V0205,T0152,0.333,0.52,40,2.05,0.959,0.32,3,0.6,1.0,0.88,0.88,5,4.9,163.4,0.163,4.0,4.0,0.02,0.593,0
M01841,V0268,T0293,0.0,0.63,40,3.27,0.935,0.48,3,0.6,1.0,0.56,0.56,3,4.0,324.4,0.324,32.0,32.0,0.16,0.483,0
M01842,V0342,T0158,0.0,0.43,40,34.29,0.314,0.92,1,0.2,1.0,0.95,0.95,5,4.7,271.6,0.272,12.0,12.0,0.06,0.357,0
M01843,V0082,T0011,0.0,0.87,25,16.38,0.672,0.88,4,0.8,1.0,0.81,0.81,4,3.8,226.0,0.226,20.0,20.0,0.1,0.512,0
M01844,V0215,T0067,0.75,0.96,20,33.85,0.323,0.1,1,0.2,1.0,0.62,0.62,4,3.6,163.1,0.163,8.0,8.0,0.04,0.6,0
M01845,V0372,T0271,1.0,0.92,15,11.58,0.768,0.1,3,0.6,1.0,0.72,0.72,3,4.8,449.3,0.449,6.0,6.0,0.03,0.79,1
M01846,V0054,T0159,0.333,0.42,15,24.4,0.512,0.64,1,0.2,1.0,0.84,0.84,5,4.1,351.5,0.351,10.0,10.0,0.05,0.52,0
M01847,V0129,T0043,0.0,0.93,30,28.01,0.44,0.4,5,1.0,1.0,0.55,0.55,2,4.9,142.9,0.143,37.5,37.5,0.188,0.474,0
M01848,V0021,T0200,0.25,0.56,15,32.53,0.349,0.92,4,0.8,1.0,0.58,0.58,2,3.8,439.6,0.44,8.0,8.0,0.04,0.493,0
M01849,V0324,T0200,0.0,0.71,20,48.72,0.026,0.1,4,0.8,1.0,0.9,0.9,2,3.8,288.3,0.288,8.0,8.0,0.04,0.304,0
M01850,V0485,T0192,0.0,0.89,25,11.27,0.775,0.1,1,0.2,1.0,0.55,0.55,3,4.9,445.7,0.446,6.0,6.0,0.03,0.421,0
M01851,V0444,T0022,0.0,0.53,20,20.1,0.598,0.42,2,0.4,1.0,0.87,0.87,1,3.5,139.6,0.14,8.0,8.0,0.04,0.361,0
M01852,V0404,T0118,0.0,0.46,25,46.15,0.077,0.92,4,0.8,1.0,0.7,0.7,2,3.7,396.2,0.396,80.0,80.0,0.4,0.418,0
M01853,V0189,T0175,0.0,0.87,40,23.42,0.532,0.32,1,0.2,1.0,0.86,0.86,1,4.7,411.3,0.411,8.0,8.0,0.04,0.399,0
M01854,V0096,T0151,0.5,0.78,40,18.66,0.627,0.26,2,0.4,1.0,0.66,0.66,4,5.0,28.1,0.028,6.0,6.0,0.03,0.555,1
M01855,V0444,T0012,0.0,0.53,20,34.23,0.315,0.42,4,0.8,1.0,0.87,0.87,1,4.2,139.6,0.14,32.0,32.0,0.16,0.413,0
M01856,V0241,T0194,0.0,0.57,20,21.79,0.564,1.0,1,0.2,1.0,0.76,0.76,2,5.0,393.3,0.393,37.5,37.5,0.188,0.406,0
M01857,V0406,T0144,0.0,0.46,20,25.99,0.48,0.62,1,0.2,1.0,0.55,0.55,1,3.7,477.9,0.478,45.0,45.0,0.225,0.384,0
M01858,V0263,T0295,0.25,0.56,25,21.2,0.576,0.84,4,0.8,1.0,0.76,0.76,2,3.5,209.4,0.209,40.0,40.0,0.2,0.61,0
M01859,V0272,T0259,0.0,0.7,25,18.96,0.621,0.52,5,1.0,1.0,0.73,0.73,4,4.9,201.6,0.202,16.0,16.0,0.08,0.526,0
M01860,V0012,T0116,0.0,0.53,25,9.86,0.803,0.1,4,0.8,1.0,0.7,0.7,1,4.6,344.9,0.345,6.0,6.0,0.03,0.439,0
M01861,V0189,T0124,0.0,0.87,40,28.34,0.433,0.32,5,1.0,1.0,0.86,0.86,4,3.8,411.3,0.411,16.0,16.0,0.08,0.468,0
M01862,V0257,T0266,0.0,0.51,30,1.5,0.97,1.0,2,0.4,1.0,0.89,0.89,2,4.4,226.0,0.226,30.0,30.0,0.15,0.475,0
M01863,V0142,T0170,0.0,0.99,15,25.89,0.482,0.18,3,0.6,1.0,0.97,0.97,5,4.0,271.7,0.272,45.0,45.0,0.225,0.473,0
M01864,V0069,T0239,0.0,0.72,25,21.41,0.572,0.1,2,0.4,1.0,0.8,0.8,1,4.1,90.0,0.09,40.0,40.0,0.2,0.402,0
M01865,V0357,T0032,0.75,0.89,30,0.63,0.987,0.66,1,0.2,1.0,0.79,0.79,1,4.6,459.6,0.46,45.0,45.0,0.225,0.784,1
M01866,V0175,T0020,0.5,0.88,15,33.7,0.326,0.58,3,0.6,1.0,0.83,0.83,1,4.1,215.3,0.215,40.0,40.0,0.2,0.598,0
M01867,V0328,T0030,0.0,0.71,30,14.75,0.705,0.1,3,0.6,1.0,0.93,0.93,2,4.0,243.3,0.243,30.0,30.0,0.15,0.478,0
M01868,V0150,T0123,0.333,0.84,20,20.32,0.594,0.52,4,0.8,1.0,0.69,0.69,4,4.9,224.3,0.224,40.0,40.0,0.2,0.572,0
M01869,V0111,T0107,0.5,0.6,5,25.14,0.497,0.32,2,0.4,0.5,0.92,0.92,1,4.6,169.3,0.169,25.0,25.0,0.125,0.556,0
M01870,V0422,T0182,0.75,0.46,5,28.06,0.439,0.44,2,0.4,0.5,0.63,0.63,5,4.1,175.8,0.176,20.0,20.0,0.1,0.532,0
M01871,V0270,T0132,0.25,0.41,40,24.89,0.502,0.34,4,0.8,1.0,0.78,0.78,2,3.8,383.8,0.384,25.0,25.0,0.125,0.481,0
M01872,V0453,T0063,0.333,0.41,10,41.17,0.177,0.98,1,0.2,1.0,0.97,0.97,4,4.2,435.9,0.436,32.0,32.0,0.16,0.456,0
M01873,V0114,T0073,0.25,0.88,30,28.59,0.428,0.9,4,0.8,1.0,0.59,0.59,4,3.8,215.3,0.215,16.0,16.0,0.08,0.611,0
M01874,V0047,T0049,0.0,0.81,30,25.88,0.482,0.38,5,1.0,1.0,0.65,0.65,3,3.6,224.1,0.224,8.0,8.0,0.04,0.481,0
M01875,V0233,T0270,0.333,0.84,25,13.14,0.737,0.9,3,0.6,1.0,0.95,0.95,5,4.3,169.0,0.169,20.0,20.0,0.1,0.647,0
M01876,V0450,T0064,0.0,0.84,40,47.01,0.06,0.12,5,1.0,1.0,0.61,0.61,1,4.8,104.9,0.105,12.0,12.0,0.06,0.382,0
M01877,V0311,T0102,0.0,0.93,20,8.93,0.821,0.76,1,0.2,1.0,0.5,0.5,1,4.0,2.7,0.003,15.0,15.0,0.075,0.461,0
M01878,V0047,T0102,0.5,0.81,30,29.24,0.415,0.38,1,0.2,1.0,0.65,0.65,1,4.0,224.1,0.224,15.0,15.0,0.075,0.546,0
M01879,V0069,T0208,0.25,0.72,25,16.72,0.666,0.1,3,0.6,1.0,0.8,0.8,4,4.3,90.0,0.09,10.0,10.0,0.05,0.52,0
M01880,V0116,T0021,0.25,0.5,5,10.09,0.798,0.24,1,0.2,0.5,0.56,0.56,4,3.6,339.0,0.339,60.0,60.0,0.3,0.447,0
M01881,V0438,T0018,1.0,0.99,25,37.8,0.244,0.1,4,0.8,1.0,0.73,0.73,5,4.7,493.4,0.493,24.0,24.0,0.12,0.775,0
M01882,V0490,T0043,0.0,0.72,10,22.36,0.553,0.5,5,1.0,0.5,0.84,0.84,2,4.9,125.6,0.126,37.5,37.5,0.188,0.48,0
M01883,V0314,T0259,0.0,0.6,25,11.04,0.779,0.12,5,1.0,1.0,0.69,0.69,4,4.9,342.3,0.342,16.0,16.0,0.08,0.447,0
M01884,V0493,T0168,0.5,0.47,10,28.46,0.431,0.7,4,0.8,1.0,0.74,0.74,2,3.8,398.5,0.399,12.0,12.0,0.06,0.637,0
M01885,V0049,T0237,0.25,0.57,25,19.33,0.613,0.34,4,0.8,1.0,0.92,0.92,3,3.6,298.4,0.298,30.0,30.0,0.15,0.57,0
M01886,V0440,T0209,0.0,0.51,40,36.92,0.262,0.38,1,0.2,1.0,0.62,0.62,1,4.5,257.5,0.258,30.0,30.0,0.15,0.332,0
M01887,V0369,T0269,0.0,0.85,5,23.07,0.539,0.14,1,0.2,1.0,0.62,0.62,1,4.9,176.0,0.176,12.0,12.0,0.06,0.41,0
M01888,V0006,T0095,1.0,0.59,40,25.04,0.499,0.94,2,0.4,1.0,0.66,0.66,1,4.0,114.5,0.115,5.0,5.0,0.025,0.749,0
M01889,V0014,T0016,0.0,0.48,25,6.3,0.874,0.4,1,0.2,1.0,0.7,0.7,5,3.8,121.5,0.121,30.0,30.0,0.15,0.411,0
M01890,V0172,T0213,0.5,0.71,5,31.97,0.361,0.9,4,0.8,1.0,0.8,0.8,2,4.8,177.0,0.177,6.0,6.0,0.03,0.603,0
M01891,V0066,T0269,0.0,0.72,20,7.52,0.85,0.1,1,0.2,1.0,0.98,0.98,1,4.9,72.1,0.072,12.0,12.0,0.06,0.458,0
M01892,V0126,T0194,1.0,0.49,20,32.63,0.347,0.42,1,0.2,1.0,0.66,0.66,2,5.0,102.0,0.102,37.5,37.5,0.188,0.66,0
M01893,V0327,T0255,0.25,0.83,40,19.68,0.606,0.3,3,0.6,1.0,0.57,0.57,3,3.7,216.1,0.216,40.0,40.0,0.2,0.501,0
M01894,V0146,T0062,0.0,0.48,10,10.24,0.795,0.1,1,0.2,1.0,0.85,0.85,5,5.0,494.4,0.494,12.0,12.0,0.06,0.398,0
M01895,V0465,T0213,0.0,0.76,15,43.09,0.138,0.4,4,0.8,1.0,0.81,0.81,2,4.8,282.8,0.283,6.0,6.0,0.03,0.43,0
M01896,V0452,T0110,0.0,0.57,5,24.28,0.514,0.8,4,0.8,0.5,0.75,0.75,5,4.6,138.0,0.138,20.0,20.0,0.1,0.4,0
M01897,V0313,T0178,0.0,0.69,15,17.07,0.659,0.56,3,0.6,1.0,0.57,0.57,4,3.8,387.1,0.387,30.0,30.0,0.15,0.406,0
M01898,V0030,T0040,0.5,0.94,25,6.4,0.872,0.16,3,0.6,1.0,0.65,0.65,5,3.7,204.2,0.204,37.5,37.5,0.188,0.64,1
M01899,V0037,T0064,0.0,0.49,10,19.73,0.605,0.48,5,1.0,1.0,0.71,0.71,1,4.8,203.8,0.204,12.0,12.0,0.06,0.482,0
M01900,V0328,T0295,0.0,0.71,30,27.68,0.446,0.1,4,0.8,1.0,0.93,0.93,2,3.5,243.3,0.243,40.0,40.0,0.2,0.391,0
